1.089099085635677213e+06 4.349714231436373666e+06
1.089100749445375521e+06 4.349714187670147046e+06
1.089102967858306598e+06 4.349714129315177910e+06
1.089105186271237442e+06 4.349714070960209705e+06
1.089107404684168519e+06 4.349714012605240569e+06
1.089109623097099597e+06 4.349713954250271432e+06
1.089111841510030441e+06 4.349713895895303227e+06
1.089114059922961518e+06 4.349713837540334091e+06
1.089116278335892595e+06 4.349713779185364954e+06
1.089118496748823673e+06 4.349713720830396749e+06
1.089120715161754517e+06 4.349713662475427613e+06
1.089122933574685594e+06 4.349713604120458476e+06
1.089125151987616671e+06 4.349713545765490271e+06
1.089127370400547748e+06 4.349713487410521135e+06
1.089129588813478593e+06 4.349713429055551998e+06
1.089131807226409670e+06 4.349713370700583793e+06
1.089134025639340747e+06 4.349713312345614657e+06
1.089136244052271591e+06 4.349713253990645520e+06
1.089138462465202669e+06 4.349713195635677315e+06
1.089140680878133746e+06 4.349713137280708179e+06
1.089142899291064823e+06 4.349713078925739042e+06
1.089145117703995667e+06 4.349713020570770837e+06
1.089147336116926745e+06 4.349712962215801701e+06
1.089149554529857822e+06 4.349712903860832565e+06
1.089151772942788899e+06 4.349712845505864359e+06
1.089153991355719743e+06 4.349712787150895223e+06
1.089156209768650820e+06 4.349712728795926087e+06
1.089158428181581898e+06 4.349712670440957882e+06
1.089160646594512742e+06 4.349712612085988745e+06
1.089162865007443819e+06 4.349712553731019609e+06
1.089165083420374896e+06 4.349712495376051404e+06
1.089167301833305974e+06 4.349712437021082267e+06
1.089169520246236818e+06 4.349712378666113131e+06
1.089171738659167895e+06 4.349712320311144926e+06
1.089173957072098972e+06 4.349712261956175789e+06
1.089176175485030049e+06 4.349712203601206653e+06
1.089178393897960894e+06 4.349712145246238448e+06
1.089180612310891971e+06 4.349712086891269311e+06
1.089182830723823048e+06 4.349712028536300175e+06
1.089185049136753893e+06 4.349711970181331970e+06
1.089187267549684970e+06 4.349711911826362833e+06
1.089189485962616047e+06 4.349711853471393697e+06
1.089191704375547124e+06 4.349711795116424561e+06
1.089193922788477968e+06 4.349711736761456355e+06
1.089196141201409046e+06 4.349711678406487219e+06
1.089198359614340123e+06 4.349711620051518083e+06
1.089200578027271200e+06 4.349711561696549878e+06
1.089202796440202044e+06 4.349711503341580741e+06
1.089205014853133122e+06 4.349711444986611605e+06
1.089207233266064199e+06 4.349711386631643400e+06
1.089209451678995043e+06 4.349711328276674263e+06
1.089211662178414874e+06 4.349711863554849289e+06
1.089213700813222677e+06 4.349712494650043547e+06
1.089215739448030479e+06 4.349713125745237805e+06
1.089217778082838282e+06 4.349713756840432063e+06
1.089219816717646085e+06 4.349714387935626321e+06
1.089221855352453887e+06 4.349715019030821510e+06
1.089223893987261690e+06 4.349715650126015767e+06
1.089225932622069493e+06 4.349716281221210025e+06
1.089227971256877296e+06 4.349716912316404283e+06
1.089230009891685098e+06 4.349717543411598541e+06
1.089232048526492901e+06 4.349718174506792799e+06
1.089234087161300704e+06 4.349718805601987988e+06
1.089236125796108507e+06 4.349719436697182246e+06
1.089238164430916309e+06 4.349720067792376503e+06
1.089240203065724112e+06 4.349720698887570761e+06
1.089242241700531915e+06 4.349721329982765019e+06
1.089244280335339718e+06 4.349721961077959277e+06
1.089246318970147520e+06 4.349722592173154466e+06
1.089248357604955556e+06 4.349723223268348724e+06
1.089250396239763359e+06 4.349723854363542981e+06
1.089252434874571161e+06 4.349724485458737239e+06
1.089254473509378964e+06 4.349725116553931497e+06
1.089256512144186767e+06 4.349725747649125755e+06
1.089258550778994570e+06 4.349726378744320944e+06
1.089260589413802372e+06 4.349727009839515202e+06
1.089262628048610175e+06 4.349727640934709460e+06
1.089264666683417978e+06 4.349728272029903717e+06
1.089266705318225781e+06 4.349728903125097975e+06
1.089268743953033583e+06 4.349729534220292233e+06
1.089270782587841386e+06 4.349730165315487422e+06
1.089272821222649189e+06 4.349730796410681680e+06
1.089274859857456991e+06 4.349731427505875938e+06
1.089276898492264794e+06 4.349732058601070195e+06
1.089278599354610313e+06 4.349732995911950245e+06
1.089280351041600807e+06 4.349734418418298475e+06
1.089282102728591068e+06 4.349735840924646705e+06
1.089283854415581329e+06 4.349737263430994935e+06
1.089285606102571823e+06 4.349738685937342234e+06
1.089287357789562084e+06 4.349740108443690464e+06
1.089289109476552345e+06 4.349741530950038694e+06
1.089290861163542839e+06 4.349742953456386924e+06
1.089292612850533100e+06 4.349744375962735154e+06
1.089294364537523361e+06 4.349745798469082452e+06
1.089296116224513622e+06 4.349747220975430682e+06
1.089297867911504116e+06 4.349748643481778912e+06
1.089299619598494377e+06 4.349750065988127142e+06
1.089301371285484638e+06 4.349751488494475372e+06
1.089303122972475132e+06 4.349752911000823602e+06
1.089304874659465393e+06 4.349754333507170901e+06
1.089306626346455654e+06 4.349755756013519131e+06
1.089308378033446148e+06 4.349757178519867361e+06
1.089310129720436409e+06 4.349758601026215591e+06
1.089311881407426670e+06 4.349760023532563820e+06
1.089313633094417164e+06 4.349761446038912050e+06
1.089315384781407425e+06 4.349762868545259349e+06
1.089317136468397686e+06 4.349764291051607579e+06
1.089318888155388180e+06 4.349765713557955809e+06
1.089320639842378441e+06 4.349767136064304039e+06
1.089322391529368702e+06 4.349768558570652269e+06
1.089324143216359196e+06 4.349769981077000499e+06
1.089325894903349457e+06 4.349771403583347797e+06
1.089327646590339718e+06 4.349772826089696027e+06
1.089329398277330212e+06 4.349774248596044257e+06
1.089331149964320473e+06 4.349775671102392487e+06
1.089332901651310734e+06 4.349777093608740717e+06
1.089334653338301228e+06 4.349778516115088016e+06
1.089336405025291489e+06 4.349779938621436246e+06
1.089338156712281751e+06 4.349781361127784476e+06
